27;1097
27;586
27;106696
27;2542
27;2628
27;96079
27;5502
27;5459
27;4027
27;2115
27;122892
27;588
26;904
26;139385
26;648
26;2011
26;115617
26;1517
26;7143
26;1968
25;85414
25;30793
25;3977
25;1219
25;4979
25;88140
25;750
25;1208
25;5679
25;8957
25;106489
25;8984
25;2918
25;97921
25;95167
25;69481
25;6942
25;5971
25;45499
25;91658
25;94959
25;1259
24;88744
24;2706
24;150
24;6333
24;2355
24;344
24;72226
24;119145
24;105844
24;3535
24;6870
24;51540
24;253
24;103249
23;4246
23;367
23;8533
23;2791
23;74789
23;91630
23;912
23;45517
23;4975
23;88810
23;1617
23;3751
23;4447
23;595
23;63992
23;1080
23;128360
23;30812
22;3527
22;37729
22;4776
22;30707
22;86880
22;95510
22;81847
22;7293
22;3623
22;45186
22;4025
22;1584
22;33166
22;3000
22;4370
21;8376
21;61132
21;69757
21;95441
21;47610
21;1997
21;1573
21;6
21;919
21;82459
21;8641
21;102445
21;1907
21;1252
21;457
21;597
21;8972
21;500
21;34405
21;5010
20;90405
20;2
20;2288
20;7458
20;5444
20;142488
20;58998
20;2012
20;39
20;5481
20;31685
20;4310
19;80549
19;2502
19;6936
19;7445
19;63113
19;733
19;59615
19;45672
19;72011
19;96821
19;35836
19;4816
19;8528
19;117529
19;3408
19;377
19;1917
19;104
19;54272
19;2712
19;116823
19;66097
19;81564
19;2710
18;101864
18;1645
18;61024
18;1199
18;61323
18;923
18;45447
18;1676
18;2700
18;2353
18;31696
18;3081
18;36529
18;2987
18;34150
18;41569
18;1207
18;6537
18;81562
18;53996
17;2396
17;2797
17;1035
17;53322
17;4014
17;57368
17;1307
17;5956
17;5903
17;82461
17;2953
17;1220
17;2076
17;903
17;908
17;7373
17;8798
17;1544
17;16
17;64969
17;1485
17;97752
17;4308
17;8464
17;2761
17;1784
17;2683
17;6754
17;30749
16;5219
16;4638
16;5669
16;8529
16;3160
16;1954
16;2671
16;44022
16;52973
16;73321
16;1407
16;1391
16;2174
16;88163
16;4016
16;33615
15;46976
15;52722
15;215
15;46972
15;2000
15;2268
15;1884
15;2194
15;1247
15;44199
15;6378
15;30825
15;94777
15;592
15;3471
15;6157
15;1288
15;8783
15;2916
15;1566
15;44195
15;39183
15;1610
15;46723
15;2455
15;1088
14;2005
14;3897
14;5299
14;2160
14;2096
14;34319
14;1263
14;2985
14;165
14;60072
14;2617
14;223
14;4148
14;4643
14;231
14;2572
14;736
14;3252
14;34
14;4270
14;4299
14;7454
14;72641
14;3409
13;8622
13;508
13;4874
13;53972
13;3489
13;3717
13;3752
13;7099
13;3253
13;8371
13;8784
13;2424
13;5810
13;4700
13;72378
13;5902
13;741
13;1274
13;539
13;1266
13;288
13;54259
13;2019
13;64839
13;3052
13;6287
13;6350
13;67255
13;5254
13;2078
12;44665
12;2692
12;3785
12;30810
12;4232
12;3740
12;3300
12;3703
12;3671
12;3499
12;33004
12;3210
12;2951
12;60040
12;3868
12;5574
12;2003
12;316
12;1204
12;1370
12;61240
12;2080
12;5630
12;1393
12;1225
12;380
12;922
12;4890
12;10
12;1230
12;551
11;40819
11;44555
11;1339
11;4018
11;3275
11;3988
11;1777
11;1028
11;1022
11;339
11;1090
11;8950
11;41997
11;1982
11;1394
11;6534
11;2403
11;3753
11;1212
11;783
11;1234
11;6281
11;2294
11;53000
11;3825
11;3916
11;56757
11;2081
11;70
11;4718
11;1278
11;6947
11;587
10;6155
10;1552
10;5872
10;4034
10;1608
10;1590
10;1237
10;1227
10;2694
10;1562
10;4367
10;1466
10;38038
10;596
10;5507
10;38061
10;4239
10;1321
10;1380
10;3033
10;594
10;27706
10;590
10;6383
10;1228
10;4701
10;2539
10;1923
10;2420
10;19
10;2006
10;4489
10;5266
10;49278
10;913
10;910
10;5291
10;3481
10;8810
10;2273
10;1690
10;55765
10;2161
10;5388
10;1673
9;1127
9;3255
9;3681
9;1994
9;1183
9;920
9;145
9;2947
9;52281
9;4128
9;3034
9;6323
9;54997
9;3176
9;5991
9;357
9;2313
9;1209
9;788
9;4105
9;2085
9;4069
9;2657
9;3362
9;4369
9;1027
9;2529
9;2541
9;2687
9;208
9;1345
9;1587
9;1953
9;33660
8;902
8;3826
8;6541
8;3462
8;8970
8;3421
8;1217
8;3911
8;3448
8;3386
8;6807
8;6503
8;1101
8;3247
8;928
8;953
8;8949
8;11
8;8638
8;1079
8;3702
8;1073
8;3175
8;3504
8;673
8;3435
8;2232
8;3105
8;4571
8;1343
8;1377
8;555
8;1464
8;1569
8;5464
8;46530
8;1921
8;37733
8;1952
8;2406
8;153
8;48738
8;2395
8;2018
8;520
8;40629
8;1641
8;48
8;3039
8;1282
8;6188
8;3005
8;7444
7;1882
7;5225
7;1275
7;337
7;2002
7;8917
7;3969
7;3617
7;8807
7;1254
7;3967
7;1129
7;185
7;6218
7;2010
7;2023
7;6957
7;899
7;837
7;2340
7;2100
7;3755
7;786
7;784
7;431
7;2134
7;55269
7;4865
7;4448
7;6787
7;474
7;5673
7;7323
7;81229
7;7360
7;5617
7;4361
7;4007
7;1748
7;628
7;442
7;1347
7;2795
7;546
7;1032
7;4223
7;1148
7;4388
7;1029
7;4085
7;1333
7;1674
7;1688
7;5377
7;3476
7;2915
6;410
6;4015
6;4855
6;6979
6;216
6;193
6;6708
6;4002
6;4023
6;5064
6;353
6;4446
6;4235
6;2394
6;1304
6;31878
6;455
6;2421
6;916
6;1962
6;1235
6;1233
6;163
6;968
6;2054
6;266
6;2058
6;2087
6;1059
6;2144
6;2167
6;2297
6;2302
6;2640
6;2318
6;2335
6;2431
6;1248
6;3082
6;31410
6;1639
6;1367
6;1298
6;3798
6;1385
6;25
6;1276
6;1261
6;8958
6;1260
6;485
6;1644
6;1250
6;3301
5;1256
5;2407
5;1805
5;4734
5;1285
5;21
5;22
5;1284
5;1245
5;1267
5;1597
5;317
5;1215
5;2124
5;2105
5;1244
5;1729
5;306
5;2021
5;2013
5;1586
5;2427
5;4641
5;926
5;3072
5;915
5;914
5;454
5;3257
5;6953
5;3285
5;909
5;8981
5;329
5;3418
5;7022
5;3510
5;3552
5;435
5;3624
5;3683
5;3698
5;3809
5;3827
5;805
5;2423
5;2949
5;2722
5;1320
5;1020
5;2763
5;2746
5;475
5;1025
5;1092
5;2485
5;2724
5;2641
4;933
4;1172
4;5945
4;1104
4;1086
4;616
4;1262
4;1084
4;832
4;7090
4;44
4;930
4;6565
4;370
4;307
4;1033
4;333
4;969
4;5
4;3882
4;5013
4;1350
4;2881
4;2701
4;2717
4;4344
4;4343
4;41285
4;2739
4;2792
4;2804
4;2871
4;2872
4;2890
4;2600
4;2948
4;3006
4;3101
4;3273
4;441
4;3363
4;3424
4;161
4;3986
4;3863
4;158
4;349
4;1722
4;1835
4;5528
4;1388
4;1663
4;1702
4;1717
4;141
4;1801
4;1945
4;1965
4;1967
4;1378
4;2126
4;2139
4;509
4;2193
4;1405
3;60
3;52
3;29
3;62
3;69
3;160
3;107
3;17
3;36
3;2688
3;277
3;3198
3;2599
3;2616
3;1499
3;2664
3;1416
3;1408
3;1375
3;2728
3;1372
3;2826
3;1356
3;1302
3;1293
3;1287
3;2986
3;303
3;2125
3;3083
3;3098
3;3100
3;3108
3;308
3;3168
3;2581
3;1556
3;2501
3;1947
3;2108
3;2141
3;2145
3;2094
3;2186
3;2082
3;2064
3;2300
3;2001
3;1960
3;1918
3;2490
3;1909
3;1892
3;1876
3;2391
3;1687
3;292
3;2428
3;1680
3;2470
3;2471
3;319
3;3020
3;745
3;1013
3;4901
3;3556
3;466
3;3638
3;4321
3;524
3;762
3;3704
3;3438
3;562
3;3869
3;3893
3;661
3;440
3;3354
3;1042
3;1061
3;3968
3;196
3;1095
3;553
3;5954
3;180
3;3256
3;3254
2;1792
2;519
2;95
2;282
2;1747
2;1125
2;1911
2;173
2;3
2;355
2;362
2;2067
2;368
2;2053
2;2004
2;1912
2;7
2;374
2;419
2;1958
2;1955
2;428
2;1711
2;1513
2;18
2;532
2;315
2;1120
2;1223
2;1242
2;1249
2;1253
2;1094
2;1272
2;955
2;1283
2;954
2;1292
2;830
2;802
2;1373
2;1374
2;720
2;1376
2;1396
2;708
2;31
2;1479
2;653
2;585
2;1185
2;1588
2;535
2;2109
2;172
2;2133
2;3360
2;2411
2;2413
2;2642
2;2662
2;2686
2;2699
2;2723
2;2857
2;265
2;2968
2;3148
2;3186
2;3246
2;3361
2;2409
2;3452
2;3526
2;3534
2;256
2;3744
2;3745
2;4084
2;236
2;5060
2;198
2;168
2;170
2;175
2;2410
2;3157
2;2991
2;2321
2;2289
2;2352
2;2371
2;2338
2;2248
2;2378
2;2369
2;2231
2;2150
2;2402
2;2137
1;105
1;2046
1;724
1;3635
1;8873
1;2278
1;3984
1;2020
1;3697
1;2301
1;743
1;765
1;785
1;799
1;3450
1;3396
1;838
1;849
1;852
1;880
1;1959
1;8983
1;552
1;247
1;543
1;538
1;2140
1;348
1;372
1;207
1;112
1;376
1;382
1;413
1;5015
1;224
1;432
1;225
1;14
1;232
1;345
1;494
1;497
1;515
1;235
1;2243
1;529
1;531
1;4019
1;534
1;1031
1;1019
1;2405
1;1041
1;1831
1;1358
1;1371
1;2805
1;2803
1;2788
1;2719
1;2707
1;1883
1;1438
1;1441
1;1449
1;2384
1;65
1;2840
1;1500
1;272
1;2528
1;2478
1;1589
1;1591
1;1620
1;2467
1;2398
1;1779
1;79
1;1693
1;1357
1;2841
1;3317
1;2336
1;1047
1;3298
1;1077
1;3267
1;3264
1;1100
1;1103
1;3263
1;1124
1;276
1;1175
1;1179
1;327
1;2366
1;3178
1;3174
1;2116
1;1231
1;45
1;261
1;3113
1;3107
1;1269
1;2993
1;350
1;262
1;1060
